unique_id,station_id,update,available_bikes,empty_docks,capacity
2063,Station_9,2022-01-25 19:44:00,3,19,20
2064,Station_3,2022-01-05 15:21:00,4,13,20
2065,Station_9,2022-01-25 09:08:00,16,4,20
2066,Station_1,2022-01-07 23:02:00,19,11,20
2067,Station_1,2022-01-03 01:57:00,14,12,20
2068,Station_7,2022-01-08 11:18:00,13,6,20
2069,Station_4,2022-01-28 18:48:00,2,19,20
2070,Station_3,2022-01-16 08:09:00,13,5,20
2071,Station_2,2022-01-15 00:40:00,4,6,20
2072,Station_9,2022-01-28 10:32:00,2,16,20
2073,Station_1,2022-01-22 22:20:00,7,1,20
2074,Station_7,2022-01-07 07:48:00,7,11,20
2075,Station_7,2022-01-23 15:42:00,5,2,20
2076,Station_9,2022-01-08 00:22:00,15,9,20
2077,Station_1,2022-01-23 03:22:00,18,1,20
2078,Station_1,2022-01-17 11:16:00,10,16,20
2079,Station_6,2022-01-18 22:06:00,6,14,20
2080,Station_6,2022-01-06 05:26:00,15,19,20
2081,Station_8,2022-01-13 22:11:00,6,12,20
2082,Station_6,2022-01-25 00:31:00,19,12,20
2083,Station_6,2022-01-08 14:23:00,5,10,20
2084,Station_9,2022-01-07 15:20:00,15,1,20
2085,Station_1,2022-01-12 17:32:00,11,1,20
2086,Station_9,2022-01-01 06:04:00,9,4,20
2087,Station_2,2022-01-27 12:41:00,0,18,20
2088,Station_10,2022-01-30 03:05:00,1,14,20
2089,Station_8,2022-01-13 19:24:00,9,1,20
2090,Station_9,2022-01-07 12:18:00,19,15,20
2091,Station_7,2022-01-25 16:14:00,3,17,20
2092,Station_1,2022-01-19 21:09:00,14,17,20
2093,Station_8,2022-01-13 22:58:00,19,13,20
2094,Station_8,2022-01-17 00:30:00,14,0,20
2095,Station_3,2022-01-25 10:55:00,1,7,20
2096,Station_7,2022-01-17 15:44:00,5,19,20
2097,Station_2,2022-01-05 15:28:00,13,11,20
2098,Station_4,2022-01-06 18:06:00,16,5,20
2099,Station_3,2022-01-09 21:27:00,18,15,20
2100,Station_3,2022-01-13 15:18:00,19,2,20
2101,Station_10,2022-01-13 10:49:00,7,12,20
2102,Station_3,2022-01-20 13:07:00,0,4,20
2103,Station_3,2022-01-25 17:19:00,17,11,20
2104,Station_8,2022-01-01 12:44:00,0,15,20
2105,Station_4,2022-01-30 04:06:00,6,9,20
2106,Station_6,2022-01-20 17:08:00,1,16,20
2107,Station_3,2022-01-13 01:22:00,19,0,20
2108,Station_2,2022-01-20 02:59:00,18,11,20
2109,Station_2,2022-01-29 18:06:00,4,19,20
2110,Station_10,2022-01-03 12:06:00,6,15,20
2111,Station_2,2022-01-26 20:44:00,17,4,20
2112,Station_8,2022-01-10 06:14:00,9,9,20
2113,Station_3,2022-01-04 23:55:00,7,16,20
2114,Station_8,2022-01-09 05:42:00,4,16,20
2115,Station_8,2022-01-14 13:04:00,10,2,20
2116,Station_5,2022-01-26 01:26:00,1,15,20
2117,Station_1,2022-01-26 13:58:00,8,15,20
2118,Station_2,2022-01-11 04:15:00,2,11,20
2119,Station_1,2022-01-27 02:38:00,2,5,20
2120,Station_4,2022-01-22 06:52:00,3,16,20
2121,Station_8,2022-01-06 12:40:00,12,14,20
2122,Station_6,2022-01-03 19:09:00,6,8,20
2123,Station_3,2022-01-24 22:54:00,5,19,20
2124,Station_5,2022-01-06 11:00:00,6,9,20
2125,Station_5,2022-01-28 17:34:00,2,17,20
2126,Station_7,2022-01-20 07:42:00,4,14,20
2127,Station_8,2022-01-02 08:55:00,19,15,20
2128,Station_10,2022-01-15 21:46:00,6,17,20
2129,Station_10,2022-01-28 10:10:00,6,1,20
2130,Station_6,2022-01-30 03:36:00,16,5,20
2131,Station_5,2022-01-28 09:18:00,18,4,20
2132,Station_5,2022-01-02 03:17:00,8,3,20
2133,Station_5,2022-01-16 06:50:00,3,16,20
2134,Station_1,2022-01-13 07:35:00,9,4,20
2135,Station_9,2022-01-16 08:03:00,7,15,20
2136,Station_2,2022-01-15 05:05:00,14,1,20
2137,Station_4,2022-01-04 02:35:00,14,10,20
2138,Station_7,2022-01-30 23:29:00,6,3,20
2139,Station_4,2022-01-23 11:36:00,4,5,20
2140,Station_7,2022-01-29 12:09:00,18,0,20
2141,Station_1,2022-01-09 10:35:00,17,10,20
2142,Station_10,2022-01-07 00:22:00,18,5,20
2143,Station_1,2022-01-09 17:34:00,8,16,20
2144,Station_1,2022-01-06 14:14:00,13,7,20
2145,Station_2,2022-01-04 15:36:00,2,19,20
2146,Station_9,2022-01-04 02:04:00,15,16,20
2147,Station_7,2022-01-18 18:14:00,7,8,20
2148,Station_5,2022-01-25 08:35:00,2,10,20
2149,Station_9,2022-01-12 04:41:00,14,7,20
2150,Station_6,2022-01-22 11:56:00,2,6,20
2151,Station_3,2022-01-09 03:26:00,14,4,20
2152,Station_8,2022-01-29 08:07:00,4,15,20
2153,Station_1,2022-01-28 10:58:00,14,2,20
2154,Station_6,2022-01-30 03:25:00,3,7,20
2155,Station_6,2022-01-23 05:59:00,10,15,20
2156,Station_2,2022-01-08 22:46:00,18,16,20
2157,Station_7,2022-01-18 20:47:00,19,11,20
2158,Station_4,2022-01-05 18:12:00,2,1,20
2159,Station_1,2022-01-27 21:50:00,12,19,20
2160,Station_2,2022-01-30 22:07:00,16,8,20
2161,Station_1,2022-01-19 17:35:00,8,19,20
2162,Station_7,2022-01-03 14:05:00,10,8,20
2163,Station_2,2022-01-15 23:42:00,0,11,20
2164,Station_10,2022-01-25 19:44:00,16,11,20
2165,Station_5,2022-01-25 14:39:00,12,15,20
2166,Station_1,2022-01-10 03:27:00,15,18,20
2167,Station_9,2022-01-28 06:34:00,4,11,20
2168,Station_2,2022-01-17 10:32:00,9,5,20
2169,Station_9,2022-01-03 17:58:00,12,15,20
2170,Station_2,2022-01-09 10:26:00,18,8,20
2171,Station_5,2022-01-24 17:55:00,10,10,20
2172,Station_1,2022-01-11 19:44:00,15,0,20
2173,Station_5,2022-01-09 07:50:00,19,15,20
2174,Station_8,2022-01-24 22:44:00,18,13,20
2175,Station_5,2022-01-17 12:17:00,1,6,20
2176,Station_1,2022-01-27 15:56:00,8,14,20
2177,Station_9,2022-01-26 19:14:00,18,19,20
2178,Station_2,2022-01-09 13:23:00,3,0,20
2179,Station_9,2022-01-16 22:56:00,18,19,20
2180,Station_10,2022-01-17 07:06:00,8,19,20
2181,Station_6,2022-01-18 05:19:00,19,4,20
2182,Station_9,2022-01-16 03:02:00,17,11,20
2183,Station_1,2022-01-23 00:27:00,12,7,20
2184,Station_7,2022-01-18 00:55:00,16,15,20
2185,Station_4,2022-01-07 10:30:00,15,7,20
2186,Station_6,2022-01-05 10:59:00,6,4,20
2187,Station_10,2022-01-12 12:43:00,9,13,20
2188,Station_9,2022-01-10 22:50:00,3,15,20
2189,Station_5,2022-01-07 10:42:00,1,5,20
2190,Station_10,2022-01-14 02:33:00,2,17,20
2191,Station_5,2022-01-09 18:51:00,10,16,20
2192,Station_6,2022-01-07 07:18:00,4,4,20
2193,Station_5,2022-01-10 20:57:00,2,17,20
2194,Station_10,2022-01-28 00:48:00,2,14,20
2195,Station_6,2022-01-23 18:03:00,5,15,20
2196,Station_8,2022-01-05 05:40:00,3,8,20
2197,Station_6,2022-01-14 11:18:00,11,10,20
2198,Station_3,2022-01-21 19:11:00,2,16,20
2199,Station_2,2022-01-27 02:01:00,18,11,20
2200,Station_10,2022-01-13 10:05:00,19,18,20
2201,Station_10,2022-01-22 16:33:00,4,0,20
2202,Station_8,2022-01-27 07:09:00,3,8,20
2203,Station_10,2022-01-07 16:11:00,17,5,20
2204,Station_7,2022-01-17 14:24:00,14,6,20
2205,Station_7,2022-01-02 14:11:00,2,2,20
2206,Station_6,2022-01-24 11:06:00,8,14,20
2207,Station_2,2022-01-16 21:25:00,1,2,20
2208,Station_8,2022-01-14 12:25:00,8,19,20
2209,Station_1,2022-01-02 21:05:00,14,13,20
2210,Station_7,2022-01-30 17:08:00,10,2,20
2211,Station_3,2022-01-27 10:16:00,15,15,20
2212,Station_2,2022-01-12 17:44:00,7,11,20
2213,Station_2,2022-01-18 11:35:00,6,2,20
2214,Station_3,2022-01-02 10:18:00,18,0,20
2215,Station_10,2022-01-24 05:00:00,15,0,20
2216,Station_1,2022-01-08 10:49:00,15,7,20
2217,Station_1,2022-01-30 08:32:00,17,1,20
2218,Station_8,2022-01-04 13:57:00,10,11,20
2219,Station_7,2022-01-28 09:27:00,16,17,20
2220,Station_9,2022-01-04 15:58:00,7,2,20
2221,Station_8,2022-01-08 15:01:00,16,18,20
2222,Station_10,2022-01-20 16:34:00,11,10,20
2223,Station_5,2022-01-01 21:28:00,4,3,20
2224,Station_4,2022-01-05 13:47:00,17,17,20
2225,Station_6,2022-01-27 08:46:00,19,2,20
2226,Station_8,2022-01-02 07:31:00,1,6,20
2227,Station_7,2022-01-09 08:36:00,4,3,20
2228,Station_8,2022-01-17 20:01:00,4,5,20
2229,Station_3,2022-01-09 09:20:00,10,19,20
2230,Station_2,2022-01-10 06:57:00,15,11,20
2231,Station_10,2022-01-21 08:23:00,9,5,20
2232,Station_10,2022-01-01 06:36:00,16,17,20
2233,Station_6,2022-01-28 21:12:00,1,19,20
2234,Station_6,2022-01-30 15:00:00,10,10,20
2235,Station_9,2022-01-04 07:01:00,15,2,20
2236,Station_5,2022-01-19 17:41:00,0,19,20
2237,Station_7,2022-01-17 14:25:00,13,6,20
2238,Station_4,2022-01-29 20:13:00,12,11,20
2239,Station_8,2022-01-25 16:37:00,6,2,20
2240,Station_6,2022-01-12 15:12:00,16,10,20
2241,Station_1,2022-01-03 18:49:00,11,8,20
2242,Station_2,2022-01-30 03:12:00,10,7,20
2243,Station_7,2022-01-12 16:15:00,4,5,20
2244,Station_5,2022-01-03 22:39:00,12,7,20
2245,Station_7,2022-01-27 18:54:00,13,18,20
2246,Station_3,2022-01-23 22:30:00,7,1,20
2247,Station_5,2022-01-26 01:19:00,10,3,20
2248,Station_9,2022-01-13 03:18:00,18,14,20
2249,Station_10,2022-01-19 12:17:00,12,2,20
2250,Station_1,2022-01-26 07:08:00,18,2,20
2251,Station_9,2022-01-24 01:06:00,13,2,20
2252,Station_5,2022-01-22 06:41:00,19,2,20
2253,Station_7,2022-01-20 03:58:00,14,11,20
2254,Station_1,2022-01-21 04:31:00,14,12,20
2255,Station_2,2022-01-03 16:26:00,11,2,20
2256,Station_6,2022-01-11 09:55:00,11,6,20
2257,Station_9,2022-01-13 04:41:00,4,3,20
2258,Station_4,2022-01-08 01:48:00,1,17,20
2259,Station_1,2022-01-26 04:24:00,16,6,20
2260,Station_1,2022-01-30 04:17:00,15,10,20
2261,Station_8,2022-01-12 05:06:00,17,15,20
2262,Station_8,2022-01-27 09:17:00,10,17,20
2263,Station_1,2022-01-30 08:35:00,16,14,20
2264,Station_7,2022-01-04 15:16:00,7,14,20
2265,Station_8,2022-01-16 22:00:00,19,9,20
2266,Station_9,2022-01-18 06:15:00,5,2,20
2267,Station_9,2022-01-27 01:21:00,9,8,20
2268,Station_4,2022-01-21 12:02:00,7,18,20
2269,Station_4,2022-01-15 20:22:00,7,16,20
2270,Station_3,2022-01-05 14:11:00,0,8,20
2271,Station_2,2022-01-01 17:17:00,4,14,20
2272,Station_4,2022-01-10 07:52:00,11,3,20
2273,Station_2,2022-01-22 03:23:00,13,6,20
2274,Station_3,2022-01-14 23:19:00,0,0,20
2275,Station_10,2022-01-22 15:29:00,15,18,20
2276,Station_4,2022-01-16 15:30:00,15,11,20
2277,Station_7,2022-01-17 16:12:00,14,15,20
2278,Station_10,2022-01-25 08:14:00,10,3,20
2279,Station_7,2022-01-15 22:30:00,19,4,20
2280,Station_4,2022-01-06 07:06:00,17,1,20
2281,Station_10,2022-01-12 16:20:00,13,18,20
2282,Station_2,2022-01-16 17:41:00,11,5,20
2283,Station_1,2022-01-13 09:22:00,13,6,20
2284,Station_7,2022-01-14 01:01:00,14,10,20
2285,Station_8,2022-01-20 17:43:00,11,2,20
2286,Station_1,2022-01-04 23:54:00,14,5,20
2287,Station_9,2022-01-21 10:46:00,5,12,20
2288,Station_10,2022-01-18 07:59:00,18,9,20
2289,Station_8,2022-01-08 20:36:00,16,9,20
2290,Station_9,2022-01-11 07:32:00,18,3,20
2291,Station_6,2022-01-23 10:55:00,10,13,20
2292,Station_1,2022-01-28 00:10:00,19,8,20
2293,Station_5,2022-01-23 00:39:00,13,4,20
2294,Station_9,2022-01-21 15:23:00,5,11,20
2295,Station_4,2022-01-22 08:06:00,15,7,20
2296,Station_1,2022-01-02 22:36:00,8,14,20
2297,Station_3,2022-01-15 23:16:00,10,16,20
2298,Station_5,2022-01-21 01:47:00,12,11,20
2299,Station_6,2022-01-17 10:42:00,19,1,20
2300,Station_5,2022-01-17 20:07:00,8,12,20
2301,Station_6,2022-01-28 20:43:00,8,9,20
2302,Station_8,2022-01-11 02:29:00,9,2,20
2303,Station_8,2022-01-11 09:12:00,3,6,20
2304,Station_6,2022-01-04 16:34:00,10,18,20
2305,Station_5,2022-01-14 16:54:00,9,14,20
2306,Station_4,2022-01-21 10:32:00,14,12,20
2307,Station_7,2022-01-07 08:33:00,13,9,20
2308,Station_9,2022-01-12 00:37:00,19,17,20
2309,Station_5,2022-01-16 04:54:00,8,2,20
2310,Station_6,2022-01-07 22:27:00,4,18,20
2311,Station_8,2022-01-26 07:54:00,8,6,20
2312,Station_4,2022-01-06 08:35:00,10,12,20
2313,Station_2,2022-01-07 11:46:00,5,0,20
2314,Station_2,2022-01-25 11:49:00,16,19,20
2315,Station_4,2022-01-02 11:11:00,1,11,20
2316,Station_3,2022-01-09 04:10:00,15,0,20
2317,Station_6,2022-01-11 14:49:00,3,14,20
2318,Station_1,2022-01-27 11:37:00,3,8,20
2319,Station_7,2022-01-07 08:40:00,19,19,20
2320,Station_7,2022-01-23 15:41:00,1,6,20
2321,Station_2,2022-01-05 01:26:00,9,13,20
2322,Station_7,2022-01-06 23:46:00,5,3,20
2323,Station_10,2022-01-25 11:30:00,15,9,20
2324,Station_5,2022-01-27 06:56:00,5,0,20
2325,Station_1,2022-01-20 21:57:00,19,8,20
2326,Station_6,2022-01-30 23:47:00,1,1,20
2327,Station_10,2022-01-05 04:10:00,11,4,20
2328,Station_8,2022-01-28 10:19:00,19,18,20
2329,Station_6,2022-01-24 06:28:00,19,15,20
2330,Station_4,2022-01-06 13:40:00,12,16,20
2331,Station_5,2022-01-09 09:35:00,3,1,20
2332,Station_1,2022-01-17 16:51:00,16,8,20
2333,Station_3,2022-01-27 02:57:00,15,16,20
2334,Station_5,2022-01-02 09:55:00,15,8,20
2335,Station_7,2022-01-26 05:53:00,13,11,20
2336,Station_4,2022-01-29 04:18:00,1,4,20
2337,Station_5,2022-01-28 09:12:00,0,13,20
2338,Station_3,2022-01-12 05:10:00,15,7,20
2339,Station_8,2022-01-07 08:00:00,18,3,20
2340,Station_4,2022-01-10 08:18:00,13,15,20
2341,Station_8,2022-01-13 01:00:00,12,0,20
2342,Station_4,2022-01-06 13:58:00,19,2,20
2343,Station_4,2022-01-05 00:21:00,13,17,20
2344,Station_9,2022-01-30 11:33:00,18,10,20
2345,Station_5,2022-01-17 13:44:00,9,12,20
2346,Station_9,2022-01-23 13:35:00,16,17,20
2347,Station_4,2022-01-14 00:04:00,5,9,20
2348,Station_6,2022-01-07 20:53:00,4,12,20
2349,Station_7,2022-01-17 01:06:00,18,16,20
2350,Station_10,2022-01-30 01:57:00,5,3,20
2351,Station_10,2022-01-18 14:46:00,13,0,20
2352,Station_7,2022-01-19 09:15:00,16,4,20
2353,Station_10,2022-01-28 04:13:00,6,7,20
2354,Station_1,2022-01-27 23:02:00,2,0,20
2355,Station_3,2022-01-02 21:43:00,2,14,20
2356,Station_9,2022-01-04 23:20:00,18,17,20
2357,Station_5,2022-01-16 01:18:00,16,15,20
2358,Station_7,2022-01-16 03:04:00,2,14,20
2359,Station_9,2022-01-25 13:13:00,13,13,20
2360,Station_1,2022-01-16 05:00:00,6,0,20
2361,Station_3,2022-01-04 12:00:00,3,6,20
2362,Station_8,2022-01-10 10:14:00,13,14,20
2363,Station_6,2022-01-18 12:35:00,6,7,20
2364,Station_9,2022-01-10 01:29:00,11,15,20
2365,Station_7,2022-01-25 09:52:00,2,3,20
2366,Station_3,2022-01-04 11:42:00,14,1,20
2367,Station_9,2022-01-13 04:08:00,6,18,20
2368,Station_4,2022-01-02 10:35:00,7,10,20
2369,Station_8,2022-01-17 16:30:00,3,9,20
2370,Station_2,2022-01-27 16:05:00,13,19,20
2371,Station_1,2022-01-22 04:56:00,18,10,20
2372,Station_3,2022-01-13 12:37:00,1,12,20
2373,Station_1,2022-01-25 03:53:00,15,0,20
2374,Station_3,2022-01-06 06:22:00,18,3,20
2375,Station_7,2022-01-25 23:07:00,4,16,20
2376,Station_10,2022-01-17 00:10:00,3,6,20
2377,Station_8,2022-01-08 17:18:00,7,14,20
2378,Station_4,2022-01-10 14:32:00,12,2,20
2379,Station_3,2022-01-17 03:37:00,9,13,20
2380,Station_7,2022-01-15 17:35:00,7,6,20
2381,Station_4,2022-01-25 23:00:00,12,12,20
2382,Station_3,2022-01-03 04:55:00,9,6,20
2383,Station_4,2022-01-12 11:37:00,12,11,20
2384,Station_1,2022-01-24 13:48:00,13,3,20
2385,Station_6,2022-01-12 20:34:00,19,12,20
2386,Station_3,2022-01-16 20:32:00,0,4,20
2387,Station_1,2022-01-28 12:02:00,11,0,20
2388,Station_1,2022-01-18 22:14:00,16,17,20
2389,Station_9,2022-01-16 14:00:00,3,11,20
2390,Station_1,2022-01-16 02:57:00,14,0,20
2391,Station_5,2022-01-05 11:59:00,1,8,20
2392,Station_1,2022-01-26 14:45:00,12,0,20
2393,Station_9,2022-01-22 11:30:00,2,12,20
2394,Station_8,2022-01-07 00:33:00,14,12,20
2395,Station_5,2022-01-14 08:46:00,9,11,20
2396,Station_6,2022-01-29 23:13:00,15,6,20
2397,Station_8,2022-01-25 16:36:00,2,10,20
2398,Station_3,2022-01-10 23:33:00,18,15,20
2399,Station_1,2022-01-27 15:59:00,11,2,20
2400,Station_4,2022-01-22 06:20:00,11,13,20
2401,Station_5,2022-01-05 14:23:00,14,8,20
2402,Station_9,2022-01-21 12:17:00,7,14,20
2403,Station_5,2022-01-02 01:47:00,1,2,20
2404,Station_3,2022-01-30 07:39:00,8,16,20
2405,Station_2,2022-01-22 11:00:00,13,14,20
2406,Station_2,2022-01-11 01:22:00,18,9,20
2407,Station_2,2022-01-28 20:27:00,12,16,20
2408,Station_5,2022-01-24 19:36:00,11,6,20
2409,Station_3,2022-01-18 23:10:00,13,14,20
2410,Station_6,2022-01-23 13:42:00,1,3,20
2411,Station_8,2022-01-22 21:13:00,18,0,20
2412,Station_7,2022-01-28 14:18:00,4,0,20
2413,Station_8,2022-01-12 18:25:00,8,16,20
2414,Station_10,2022-01-16 02:06:00,7,13,20
2415,Station_2,2022-01-01 17:38:00,11,7,20
2416,Station_2,2022-01-01 17:12:00,5,17,20
2417,Station_6,2022-01-16 03:33:00,8,10,20
2418,Station_7,2022-01-28 16:25:00,7,8,20
2419,Station_7,2022-01-05 19:46:00,14,2,20
2420,Station_2,2022-01-21 13:36:00,0,6,20
2421,Station_1,2022-01-20 13:32:00,19,1,20
2422,Station_10,2022-01-17 08:21:00,9,16,20
2423,Station_10,2022-01-06 05:55:00,10,13,20
2424,Station_7,2022-01-07 22:08:00,0,19,20
2425,Station_3,2022-01-05 12:47:00,15,1,20
2426,Station_2,2022-01-13 22:12:00,16,16,20
2427,Station_4,2022-01-24 20:27:00,19,9,20
2428,Station_8,2022-01-08 00:51:00,15,19,20
2429,Station_6,2022-01-15 06:56:00,3,14,20
2430,Station_2,2022-01-18 18:01:00,7,16,20
2431,Station_7,2022-01-10 11:50:00,19,8,20
2432,Station_9,2022-01-19 00:12:00,10,4,20
2433,Station_10,2022-01-14 03:25:00,5,10,20
2434,Station_5,2022-01-15 10:07:00,15,0,20
2435,Station_10,2022-01-27 14:04:00,19,14,20
2436,Station_5,2022-01-10 06:48:00,10,17,20
2437,Station_8,2022-01-18 04:52:00,1,8,20
2438,Station_5,2022-01-02 17:07:00,5,9,20
2439,Station_4,2022-01-16 04:22:00,7,13,20
2440,Station_7,2022-01-08 11:24:00,19,5,20
2441,Station_4,2022-01-12 12:14:00,18,15,20
2442,Station_9,2022-01-01 01:16:00,7,14,20
2443,Station_4,2022-01-24 05:32:00,7,7,20
2444,Station_4,2022-01-15 12:26:00,0,14,20
2445,Station_3,2022-01-07 04:21:00,5,13,20
2446,Station_10,2022-01-16 21:57:00,9,9,20
2447,Station_1,2022-01-26 02:16:00,3,9,20
2448,Station_2,2022-01-05 22:13:00,13,1,20
2449,Station_7,2022-01-26 06:30:00,13,10,20
2450,Station_9,2022-01-06 00:30:00,7,9,20
2451,Station_8,2022-01-21 11:43:00,10,10,20
2452,Station_6,2022-01-03 00:47:00,3,9,20
2453,Station_1,2022-01-23 13:23:00,8,5,20
2454,Station_9,2022-01-11 01:51:00,7,8,20
2455,Station_9,2022-01-11 17:52:00,8,18,20
2456,Station_8,2022-01-17 14:45:00,15,9,20
2457,Station_1,2022-01-16 21:50:00,5,0,20
2458,Station_8,2022-01-26 07:01:00,8,13,20
2459,Station_5,2022-01-15 07:37:00,14,16,20
2460,Station_1,2022-01-29 09:25:00,15,3,20
2461,Station_10,2022-01-18 04:23:00,8,7,20
2462,Station_2,2022-01-03 06:34:00,19,1,20
2463,Station_3,2022-01-01 08:54:00,5,4,20
2464,Station_5,2022-01-08 01:13:00,17,11,20
2465,Station_4,2022-01-17 09:45:00,4,6,20
2466,Station_5,2022-01-09 22:44:00,17,3,20
2467,Station_5,2022-01-15 17:40:00,19,15,20
2468,Station_8,2022-01-02 01:08:00,10,13,20
2469,Station_9,2022-01-11 03:25:00,5,13,20
2470,Station_2,2022-01-13 13:39:00,14,3,20
2471,Station_8,2022-01-03 03:16:00,7,14,20
2472,Station_2,2022-01-28 14:18:00,18,10,20
2473,Station_2,2022-01-19 21:42:00,12,16,20
2474,Station_2,2022-01-15 23:53:00,0,9,20
2475,Station_5,2022-01-02 02:00:00,15,3,20
2476,Station_6,2022-01-20 13:08:00,1,5,20
2477,Station_1,2022-01-05 01:31:00,3,1,20
2478,Station_10,2022-01-10 18:43:00,14,13,20
2479,Station_9,2022-01-13 09:16:00,5,0,20
2480,Station_4,2022-01-26 15:21:00,8,3,20
2481,Station_5,2022-01-29 06:48:00,12,14,20
2482,Station_4,2022-01-03 11:43:00,17,10,20
2483,Station_10,2022-01-28 01:26:00,0,10,20
2484,Station_9,2022-01-04 08:45:00,12,12,20
2485,Station_1,2022-01-29 05:37:00,13,18,20
2486,Station_2,2022-01-12 16:53:00,19,16,20
2487,Station_10,2022-01-21 07:34:00,7,15,20
2488,Station_1,2022-01-05 15:49:00,5,10,20
2489,Station_7,2022-01-04 13:25:00,11,11,20
2490,Station_3,2022-01-14 10:46:00,14,13,20
2491,Station_6,2022-01-29 13:44:00,5,7,20
2492,Station_8,2022-01-06 22:19:00,8,16,20
2493,Station_8,2022-01-06 02:02:00,19,2,20
2494,Station_2,2022-01-30 00:14:00,4,14,20
2495,Station_4,2022-01-30 08:22:00,15,16,20
2496,Station_8,2022-01-06 06:44:00,12,3,20
2497,Station_7,2022-01-05 10:37:00,0,17,20
2498,Station_7,2022-01-09 21:36:00,15,1,20
2499,Station_3,2022-01-06 08:16:00,16,0,20
2500,Station_2,2022-01-05 23:25:00,15,18,20
2501,Station_9,2022-01-14 19:49:00,18,7,20
2502,Station_4,2022-01-20 15:21:00,15,9,20
2503,Station_5,2022-01-23 00:51:00,10,4,20
2504,Station_5,2022-01-18 14:15:00,6,10,20
2505,Station_7,2022-01-05 10:45:00,4,8,20
2506,Station_2,2022-01-30 09:20:00,11,6,20
2507,Station_9,2022-01-10 05:56:00,16,11,20
2508,Station_2,2022-01-24 20:30:00,19,17,20
2509,Station_2,2022-01-27 01:13:00,15,3,20
2510,Station_8,2022-01-28 21:01:00,8,10,20
2511,Station_5,2022-01-13 13:12:00,9,13,20
2512,Station_3,2022-01-22 22:42:00,13,8,20
2513,Station_5,2022-01-20 03:25:00,8,2,20
2514,Station_1,2022-01-28 07:51:00,17,4,20
2515,Station_6,2022-01-04 18:38:00,0,1,20
2516,Station_5,2022-01-23 04:52:00,16,9,20
2517,Station_1,2022-01-02 06:40:00,7,16,20
2518,Station_8,2022-01-01 14:31:00,15,1,20
2519,Station_8,2022-01-27 10:25:00,10,11,20
2520,Station_2,2022-01-24 04:50:00,6,19,20
2521,Station_7,2022-01-05 15:37:00,3,8,20
2522,Station_1,2022-01-04 20:20:00,12,17,20
2523,Station_5,2022-01-05 00:18:00,12,6,20
2524,Station_4,2022-01-10 05:39:00,18,13,20
2525,Station_2,2022-01-29 06:21:00,8,6,20
2526,Station_4,2022-01-16 23:15:00,12,0,20
2527,Station_1,2022-01-16 13:48:00,7,4,20
2528,Station_10,2022-01-06 21:12:00,8,19,20
2529,Station_7,2022-01-28 22:53:00,14,14,20
2530,Station_2,2022-01-05 23:12:00,15,7,20
2531,Station_3,2022-01-27 08:30:00,7,19,20
2532,Station_2,2022-01-01 18:19:00,7,19,20
2533,Station_8,2022-01-11 06:58:00,10,12,20
2534,Station_3,2022-01-29 00:31:00,16,2,20
2535,Station_2,2022-01-19 04:32:00,10,15,20
2536,Station_8,2022-01-23 07:13:00,16,10,20
2537,Station_6,2022-01-30 02:18:00,18,0,20
2538,Station_1,2022-01-05 04:44:00,1,13,20
2539,Station_6,2022-01-13 08:59:00,8,10,20
2540,Station_4,2022-01-05 01:53:00,17,16,20
2541,Station_8,2022-01-18 13:56:00,19,0,20
2542,Station_2,2022-01-14 00:28:00,18,6,20
2543,Station_9,2022-01-26 04:50:00,14,5,20
2544,Station_1,2022-01-15 01:25:00,11,16,20
2545,Station_9,2022-01-05 23:47:00,4,5,20
2546,Station_3,2022-01-04 21:08:00,7,11,20
2547,Station_5,2022-01-26 08:05:00,7,8,20
2548,Station_4,2022-01-13 08:25:00,6,8,20
2549,Station_9,2022-01-19 22:30:00,18,0,20
2550,Station_10,2022-01-26 04:40:00,18,5,20
2551,Station_4,2022-01-08 14:03:00,6,1,20
2552,Station_3,2022-01-07 16:35:00,12,2,20
2553,Station_10,2022-01-15 00:00:00,16,6,20
2554,Station_9,2022-01-05 11:18:00,10,11,20
2555,Station_3,2022-01-16 19:08:00,18,13,20
2556,Station_10,2022-01-12 18:46:00,13,13,20
2557,Station_5,2022-01-18 11:46:00,11,6,20
2558,Station_4,2022-01-08 00:08:00,7,15,20
2559,Station_9,2022-01-09 08:43:00,8,16,20
2560,Station_1,2022-01-15 10:51:00,5,10,20
2561,Station_8,2022-01-24 04:52:00,11,8,20
2562,Station_3,2022-01-19 22:27:00,10,9,20
2563,Station_1,2022-01-04 12:04:00,9,11,20
2564,Station_4,2022-01-17 00:02:00,15,2,20
2565,Station_2,2022-01-29 18:04:00,13,11,20
2566,Station_4,2022-01-11 16:21:00,14,6,20
2567,Station_4,2022-01-01 22:54:00,14,12,20
2568,Station_5,2022-01-27 14:25:00,7,19,20
2569,Station_8,2022-01-11 11:51:00,10,11,20
2570,Station_6,2022-01-27 10:39:00,4,2,20
2571,Station_7,2022-01-05 10:51:00,4,0,20
2572,Station_9,2022-01-22 12:26:00,17,18,20
2573,Station_7,2022-01-01 03:20:00,6,19,20
2574,Station_8,2022-01-06 19:18:00,18,8,20
2575,Station_3,2022-01-17 11:03:00,6,0,20
2576,Station_5,2022-01-17 08:55:00,19,4,20
2577,Station_8,2022-01-14 01:36:00,13,18,20
2578,Station_10,2022-01-28 22:08:00,12,8,20
2579,Station_7,2022-01-16 09:20:00,10,9,20
